EventID,Rec_Level,Event_Class,Primary,Gen_LogE,Gen_CosZenith,Gen_Xmax,Gen_dEdXmax,Gen_SDPPhi,Gen_SDPTheta,Gen_Chi0,Gen_Rp,Gen_T0,Gen_CoreEyeDist,Gen_CherenkovFraction,Rec_LogE,Rec_CosZenith,Rec_Xmax,Rec_dEdXmax,Rec_SDPPhi,Rec_SDPTheta,Rec_Chi0,Rec_Rp,Rec_T0,Rec_CoreEyeDist,Rec_CherenkovFraction,Pixel_Start,Pixel_End
Batch_300000609:Shower_3733,10,4,26056,16.0473,0.59372,579.208,0.0153299,1.65291,2.29568,2.22539,559.803,29997.5,705.67,98.1202,16.3201,0,343.598,0.0291159,1.60948,2.28024,2.24971,626.453,29999.4,790.481,98.7705,13456,13506
Batch_300000609:Shower_7298,5,4,7014,15.3109,0.598969,521.835,0.00295939,-0.0115254,1.27863,2.46576,76.1091,30000.9,121.669,99.8166,-inf,0,0,0,2.51562,2.21412,4.00772,119.985,29146.9,221.08,-123,13506,13556
Batch_300000609:Shower_7739,5,0,7014,16.5157,0.545566,675.933,0.0495424,2.66579,2.53477,1.27543,1386.42,29982.7,1449.17,94.319,-inf,0,0,0,2.58234,2.69647,3.19876,445.655,27338.5,42182.4,-123,13556,13584
Batch_300000609:Shower_7750,5,7,7014,16.5157,0.545632,675.933,0.0495424,2.73287,2.52185,1.22057,2315.29,29949.8,2464.92,84.9891,-inf,0,0,0,6.88646,2.26572,2.54584,15.987,28640.5,39.0761,-123,13584,13599
Batch_300000609:Shower_8814,5,4,2212,15.4838,0.823207,619.9,0.00495288,1.88315,1.79986,1.00702,590.81,29996,698.98,94.1246,-inf,0,0,0,1.75414,1.64609,0.398468,500.534,30489,1393.09,-123,13599,13640
Batch_300000803:Shower_3070,5,1,7014,16.373,0.903574,606.997,0.0319702,3.10512,1.97196,1.37793,1513.78,29965.6,1542.38,55.8807,-inf,0,0,0,3.11874,1.96143,1.23743,1375.53,30401.3,1465.17,-123,13640,13689
Batch_300000803:Shower_3945,10,1,26056,16.5768,0.597293,550.252,0.0526655,1.1284,2.34634,2.15011,1868.99,28963.9,2233.4,78.2346,16.4776,0,590.657,0.0412445,1.19673,2.36532,2.0975,1764.45,29000.2,2053.69,86.708,13689,13720
Batch_300000803:Shower_8881,10,1,26056,16.7008,0.870167,561.597,0.0741943,-2.74392,1.2008,1.20343,998.895,29985.3,1070.31,82,16.7018,0,573.567,0.0731416,-2.74961,1.2034,1.20985,1000.5,29968.3,1068.97,82.9581,13720,13838
Batch_300001674:Shower_261,10,0,7014,16.7401,0.571705,579.1,0.0772803,2.67069,2.53286,1.58566,2037.12,28959.3,2037.34,82.8808,16.7734,0,615.251,0.0822827,2.64696,2.53576,1.61242,2074.46,28923.2,2073.39,84.9771,13838,13879
Batch_300001674:Shower_280,10,6,7014,16.7401,0.571523,579.1,0.0772803,2.22901,2.4806,1.94343,3030.24,26909.2,3253.53,84.5544,17.0278,0,775.829,0.148457,2.23663,2.48295,1.9706,3145.23,26668.7,3408.83,40.6345,13879,13959
Batch_300001674:Shower_1123,10,4,2212,16.5061,0.419996,715.019,0.0458566,0.797443,1.8124,2.69367,1311.31,29987.8,3027.74,96.2453,16.328,0,497.367,0.028797,0.856314,1.89142,2.64301,1450.43,30030.4,3049.31,94.5268,13959,13992
Batch_300001674:Shower_1183,5,5,2212,15.5212,0.739512,603.396,0.00456429,-1.82089,1.28798,0.879003,241.987,29999.8,314.227,99.0536,-inf,0,0,0,0.711237,0.65073,2.2549,56.9102,29404.2,48.8644,-123,13992,14052
Batch_300001674:Shower_1264,9,7,2004,15.7051,0.495845,663.681,0.00708629,1.11378,2.25881,2.44422,1021.27,29991.7,1590.24,96.7298,-inf,0,0,0,1.31873,2.38044,2.36826,901.586,29906.8,1321.36,93.943,14052,14084
Batch_300001674:Shower_1286,10,4,2004,15.7051,0.495895,663.681,0.00708629,-0.0349716,0.750298,2.32679,964.462,29992.1,1325.56,97.1374,15.7163,0,514.936,0.00700202,0.0544175,0.797667,2.36739,922.63,30029,1311.5,97.6431,14084,14116
Batch_300001674:Shower_2904,10,1,2004,16.8627,0.831934,682.432,0.116994,-2.80868,1.17399,1.12407,2133.81,28937,2365.99,43.5644,16.8536,0,666.182,0.0997273,-2.82677,1.18947,1.121,2091.33,28950.8,2322.58,52.0501,14116,14176
Batch_300001674:Shower_2926,10,1,2004,16.8627,0.831969,682.432,0.116994,3.0236,1.4211,0.999497,1936.87,29947.6,2302.51,56.3386,16.849,0,669.516,0.0988509,3.01792,1.42477,0.984315,1907.98,30012.9,2292.17,67.2051,14176,14227
Batch_300001674:Shower_2931,10,0,2004,16.8627,0.831975,682.432,0.116994,2.23548,1.91153,1.08121,2409.33,27919.3,2730.03,39.7397,16.9773,0,703.554,0.131433,2.22956,1.91691,1.09765,2448.78,27835.6,2749.86,43.3796,14227,14289
Batch_300001674:Shower_2944,10,0,2004,16.8627,0.831872,682.432,0.116994,1.78989,2.08402,1.269,2006.99,28943.6,2101.99,41.9455,16.9127,0,678.346,0.112908,1.7777,2.08823,1.25847,2016.68,28986.9,2120.26,47.3937,14289,14373
Batch_300001674:Shower_6610,10,4,2004,15.9129,0.765647,552.854,0.0119139,-1.94623,0.927778,1.27539,1052.98,28985.8,1100.66,91.4997,16.0735,0,625.718,0.0157848,-1.93635,0.924496,1.29397,1116.44,28942,1159.72,94.1462,14373,14392
Batch_300001674:Shower_6615,10,4,2004,15.9129,0.765651,552.854,0.0119139,-1.96123,0.931494,1.26642,1089.53,28985.1,1142.02,90.9166,16.283,0,848.623,0.0254126,-1.9696,0.931526,1.29989,1000.38,28927.3,1032.58,93.7657,14392,14411
Batch_300001128:Shower_5344,10,1,2212,15.4973,0.763126,565.666,0.00461838,2.64295,2.05531,1.03981,1009.32,29987,1170.48,90.8619,15.5609,0,576.567,0.00493058,2.56362,2.11369,1.08513,1063.23,29968.2,1197.35,94.4399,14411,14431
Batch_300001128:Shower_5373,10,1,7014,16.2703,0.561816,561.322,0.0277059,-1.60525,0.87553,2.32049,923.353,29992,1261.59,96.596,16.1286,0,406.467,0.0165007,-1.6252,0.870108,2.27404,876.378,30059.6,1157.99,98.1879,14431,14478
Batch_300001128:Shower_5446,10,1,2004,15.8395,0.7343,525.4,0.0111249,2.71429,2.06251,0.984214,1577.05,28969.9,1893.59,85.0393,15.8525,0,519.431,0.00959506,2.79757,1.98276,0.944196,1553.98,28984.6,1924.9,90.4397,14478,14498
Batch_300001128:Shower_6249,5,5,2004,15.6065,0.697548,900.214,0.00599866,-1.69203,1.12168,2.25581,209.937,30000.3,271.093,97.5007,-inf,0,0,0,0.758674,2.32145,1.99374,38.1352,29924.3,63.3454,-123,14498,14570
Batch_300001128:Shower_6818,10,0,2004,17.1851,0.649811,676.657,0.241144,-1.86054,0.736414,1.82565,2142.25,29786.7,2213.76,56.5274,17.4369,0,620.931,0.386986,-1.85374,0.732354,1.89176,2113.16,29556.8,2221.86,38.1745,14570,14641
Batch_300001128:Shower_6838,10,1,2004,17.1851,0.649427,676.657,0.241144,-0.799412,1.37378,2.41709,2659.86,27920.3,4013.29,41.5948,17.1708,0,600.751,0.210404,-0.793142,1.37872,2.37137,2563.33,28146.8,3689.11,64.2152,14641,14655
Batch_300001128:Shower_6842,10,0,2004,17.1851,0.649594,676.657,0.241144,-0.162402,2.05411,2.31737,2103.12,28950.2,2865.22,52.3092,17.4274,0,822.553,0.380579,-0.140784,2.06204,2.33991,2101.38,28852.1,2922.96,63.9933,14655,14706
Batch_300000698:Shower_1317,5,4,2212,16.2886,0.713787,689.915,0.0306538,2.00928,2.34255,1.48114,607.139,29996.4,609.587,94.8485,-inf,0,0,0,1.71922,1.90496,3.27939,259.349,30787.9,5533.72,-123,14706,14762
Batch_300000698:Shower_1648,10,1,2212,15.9461,0.550742,779.052,0.012315,-1.23793,0.589457,1.43467,1676.28,28973.4,1691.94,89.5718,15.8917,0,720.761,0.0102121,-1.2444,0.587342,1.43063,1666.83,28969.1,1683.81,94.1214,14762,14782
Batch_300000698:Shower_4533,10,1,2212,16.76,0.854509,634.377,0.0954168,2.85635,1.60196,1.02513,1689.28,29959.6,1976.27,71.173,16.8124,0,656.546,0.0899872,2.85545,1.60008,1.01587,1698.89,29982.6,1999.66,74.1179,14782,14838
Batch_300000698:Shower_6087,10,4,2004,15.9681,0.754628,680.356,0.0136,-1.47117,1.11655,2.14448,803.668,29992.3,956.85,90.6779,15.847,0,644.147,0.00938021,-1.50971,1.10594,2.11251,745.288,30022.5,874.951,97.2114,14838,14864
Batch_300000698:Shower_7412,10,0,26056,16.6699,0.70595,586.893,0.0653645,-0.803487,0.784113,1.59506,1531.45,28972,1531.9,81.9488,16.7963,0,686.835,0.0883432,-0.845159,0.793029,1.58779,1566.6,28905.4,1567.72,85.333,14864,14888
Batch_300000398:Shower_4373,5,4,2004,16.1043,0.808633,739.273,0.0162238,2.92889,2.0683,1.1685,542.116,29996.4,589.151,94.6265,-inf,0,0,0,2.94634,2.15096,1.85978,536.459,29045.3,524.031,-123,14888,14927
Batch_300000398:Shower_5774,10,1,7014,16.7731,0.661325,563.281,0.0875086,0.224029,1.9173,2.36138,1639.17,29970,2330.25,78.1272,16.7745,0,580.358,0.0814172,0.231541,1.92225,2.35432,1643.1,29975.1,2320.49,83.3493,14927,14978
Batch_300000398:Shower_6067,10,5,7014,15.9211,0.717199,559.687,0.0119642,-0.703161,1.89298,2.28397,1052.27,29986.8,1391.36,91.542,16.2111,0,609.003,0.0219571,-0.767641,1.84568,2.32704,1260.94,29889.1,1742.33,90.7376,14978,14995
Batch_300000398:Shower_8177,10,1,2212,16.027,0.702046,793.693,0.0135716,-2.5733,0.945887,1.04635,691.04,29994.5,798.334,93.0495,16.1165,0,817.29,0.0174415,-2.55694,0.934114,1.07154,720.118,29963.6,817.544,94.4695,14995,15052
Batch_300000398:Shower_8721,10,4,2004,16.0307,0.754323,610.128,0.0152652,-0.787197,0.86775,1.72018,1250.6,29980.5,1264.68,80.3755,15.9412,0,670.213,0.0116507,-0.614829,0.858178,1.82763,1115.77,30022.6,1143.19,89.8563,15052,15077
Batch_300001784:Shower_255,5,2,2212,16.1804,0.516016,663.502,0.0226673,-1.61028,0.550908,1.73841,1535.89,29979.7,1557.72,92.942,-inf,0,0,0,-0.428807,0.510566,2.03224,88.8921,27971.5,118.677,-123,15077,15110
Batch_300001784:Shower_4303,3,6,7014,15.5341,0.520012,477.317,0.00476959,-1.95821,0.594391,1.95036,1061.72,29989.9,1143.07,97.4178,-inf,0,0,0,-0.419272,0.0200673,0.0867209,-146.879,-165.25,-nan,-123,15110,15114
Batch_300001784:Shower_4524,10,7,2004,16.1657,0.749641,624.044,0.0206104,-2.84456,2.15988,1.12319,1703.55,28963.5,1889.71,71.6277,16.2037,0,569.735,0.0216575,-2.69106,2.04753,1.0471,1791.38,28922.4,2076.77,80.6905,15114,15132
Batch_300001784:Shower_4527,10,1,2004,16.1657,0.749627,624.044,0.0206104,-2.71768,2.10368,1.0556,1276.44,28979.8,1466.84,83.2143,16.2565,0,640.745,0.0244581,-2.67114,2.0652,1.04944,1340.96,28918.7,1546.9,89.6402,15132,15156
Batch_300001784:Shower_9969,10,1,7014,15.9237,0.756716,544.643,0.0121837,-2.5544,0.972585,1.15727,750.88,29993.1,819.997,94.5882,15.9925,0,574.55,0.0131745,-2.52672,0.958138,1.17648,769.274,29983.9,831.52,96.8591,15156,15196
Batch_300000815:Shower_2093,10,7,7014,15.7654,0.686812,629.898,0.00709199,2.2355,2.36848,1.75238,1269.79,29981.7,1291.02,84.5555,15.89,0,711.626,0.0103242,2.31253,2.37029,1.71779,1299.83,29922,1317.6,91.6623,15196,15224
Batch_300000815:Shower_5414,10,4,2212,16.0607,0.720394,725.941,0.017644,-2.62548,0.907333,1.1538,1074.01,29986.3,1174.67,86.2497,16.2376,0,847.311,0.0229992,-2.61306,0.89959,1.20276,1080.37,29888.8,1153.5,86.9663,15224,15280
Batch_300000815:Shower_5720,10,7,2212,15.9833,0.559634,733.843,0.0150294,1.28252,1.90721,2.50649,1474.2,28978.9,2484.9,80.3097,16.0124,0,753.029,0.0134855,1.37236,1.97777,2.46806,1456.81,28987.6,2346.21,89.9329,15280,15314
Batch_300000815:Shower_6564,10,4,2212,15.7541,0.804755,601.673,0.00852123,-3.01138,1.65997,0.940549,908.308,29989.4,1124.31,90.4369,16.1763,0,791.751,0.0198358,-2.98563,1.6376,0.987081,942.004,29887.5,1123.41,92.3157,15314,15339
Batch_300000815:Shower_6597,5,5,2212,15.7541,0.804678,601.673,0.00852123,2.60603,2.05244,1.1384,375.705,29999,413.789,97.1453,-inf,0,0,0,6.93116,2.8744,1.9577,48.0978,28936.4,15.978,-123,15339,15383
Batch_300000815:Shower_6666,10,1,7014,15.863,0.68844,533.451,0.00971567,-0.559037,1.32489,2.35212,948.131,29989.8,1335.43,92.3941,15.8642,0,559.974,0.00983126,-0.620745,1.2841,2.33581,945.111,29983.5,1313.07,95.0446,15383,15420
Batch_300000815:Shower_7743,5,4,7014,15.3274,0.650971,468.887,0.00296506,-2.0231,1.36409,0.727707,80.3674,30000.9,120.824,99.8474,-inf,0,0,0,0.820328,0.545458,2.23398,28.1225,29333.2,18.7451,-123,15420,15476
Batch_300000815:Shower_8169,5,0,2004,16.7757,0.522511,748.054,0.0840953,2.34531,2.59165,1.58583,927.456,29992.6,927.561,97.179,-inf,0,0,0,2.21191,2.72409,3.05568,602.722,28009.1,2949.63,-123,15476,15518
Batch_300000815:Shower_8187,5,0,2004,16.7757,0.522412,748.054,0.0840953,1.54238,2.40934,2.24425,804.773,29994.2,1029.55,97.1628,-inf,0,0,0,0.940476,2.46664,1.44756,340.348,28333.5,436.459,-123,15518,15589
Batch_300000815:Shower_8200,10,0,2004,16.7757,0.522403,748.054,0.0840953,1.95443,2.55274,1.91631,1939.14,29965.9,2060.94,83.4199,16.7885,0,771.39,0.0831353,1.927,2.55093,1.94157,1942.13,29956.8,2079.52,86.5877,15589,15626
Batch_300000815:Shower_9276,10,0,2212,16.5349,0.721932,748.881,0.060248,2.5756,2.31559,1.76067,1700.13,28964.7,1731.25,50.3096,16.5621,0,735.197,0.0492993,2.57376,2.31617,1.73466,1649,29074.1,1673.82,60.9362,15626,15668
Batch_300001839:Shower_642,10,4,2212,15.6567,0.773751,574.602,0.00800552,-1.87904,0.981452,1.19637,1033.1,29986.4,1110,88.1227,15.9016,0,423.501,0.0108307,-1.81789,0.953466,1.21531,1255.94,29977.6,1343.09,93.8735,15668,15691
Batch_300001839:Shower_887,10,7,2004,15.7347,0.745506,530.063,0.00785104,0.660222,1.63829,2.29748,1052.83,29986.1,1408.69,90.5798,15.8933,0,623.933,0.0104215,0.583085,1.58786,2.31479,1060.19,29968,1438.15,94.9032,15691,15715
Batch_300001839:Shower_4489,10,7,26056,16.2901,0.544475,547.103,0.0265563,0.948418,2.40168,2.2009,1864.66,29967.8,2307.84,85.8917,16.192,0,736.195,0.0204124,0.921858,2.39628,2.23548,1640.9,29985.4,2084.09,90.0422,15715,15740
Batch_300001839:Shower_9222,10,1,2004,16.1755,0.618602,555.648,0.0230956,-0.614141,1.14669,2.39501,1870.15,28962.7,2753.73,79.5388,16.4448,0,726.363,0.0375237,-0.689487,1.09421,2.40318,1997.17,28791.7,2960.42,75.5264,15740,15756
Batch_300000354:Shower_602,5,7,26056,15.5816,0.679443,475.197,0.00507661,2.93625,1.76007,0.76381,950.587,29990.5,1374.32,96.5321,-inf,0,0,0,6.77807,1.82391,2.14423,28.9931,30087.8,-5.59641,-123,15756,15781
Batch_300000354:Shower_899,5,5,7014,15.7863,0.586477,577.036,0.00897692,-0.950057,0.632443,1.446,556.446,29997.2,560.808,98.773,-inf,0,0,0,0.57634,0.536651,2.30243,208.937,28952.3,195.26,-123,15781,15820
Batch_300000354:Shower_2775,10,1,2212,16.5418,0.534564,647.861,0.051631,-0.470356,0.815402,2.31619,2221.17,28647.4,3022.75,68.3797,16.6963,0,425.345,0.0698629,-0.548064,0.795379,2.2245,2401.82,28718.6,3041.95,59.708,15820,15835
Batch_300000354:Shower_4428,10,7,26056,15.7474,0.576767,543.672,0.00720519,-1.18018,0.713141,2.06174,1449.71,29979.5,1643.87,90.4453,15.7029,0,700.77,0.0066302,-0.971727,0.763506,2.234,1324.72,29982.2,1655.25,94.5621,15835,15861
Batch_300000354:Shower_4465,10,1,26056,16.1714,0.860347,572.81,0.0198281,-1.80759,1.13234,1.25385,962.077,29987.4,1012.51,83.0884,16.1876,0,559.925,0.0205883,-1.80588,1.13088,1.25888,976.499,29976.3,1025.78,89.5123,15861,15901
Batch_300000354:Shower_4488,10,1,26056,16.1714,0.860334,572.81,0.0198281,-1.74093,1.11358,1.28273,795.882,29991.4,830.086,87.6371,16.464,0,409.799,0.0404745,-1.7481,1.11299,1.30382,797.621,29954.6,824.906,88.9361,15901,15952
Batch_300000354:Shower_7716,5,4,7014,16.025,0.743157,593.814,0.0155206,2.94569,1.40644,0.852961,774.436,29993.3,1028.15,95.2035,-inf,0,0,0,2.9934,1.65377,2.37388,313.375,28250.3,490.359,-123,15952,15972
Batch_300000659:Shower_2414,10,1,7014,16.8329,0.84842,697.419,0.0999652,2.8798,1.01373,1.60004,1902.05,29080.1,1902.86,27.4851,16.7126,0,651.726,0.070567,2.8934,1.00022,1.44608,1948.05,29660.8,1956.29,37.9995,15972,16052
Batch_300000101:Shower_2662,5,4,2004,15.9511,0.723994,568.06,0.0139413,-0.679593,1.63118,2.32999,316.04,29999.7,435.681,98.7675,-inf,0,0,0,0.745207,2.42826,1.82936,198.446,29732.4,231.268,-123,16052,16122
Batch_300000101:Shower_8873,5,7,2004,15.7145,0.613922,746.372,0.00722071,2.18524,2.15689,0.828232,1306.84,28982.4,1773.82,92.6255,-inf,0,0,0,1.817,1.99203,2.35957,435.146,30525.4,507.279,-123,16122,16138
Batch_300000101:Shower_9555,10,4,26056,16.8936,0.757489,642.887,0.107693,-0.16944,1.84071,2.23705,1336.13,29977.7,1699.61,76.9284,16.8545,0,532.2,0.09965,-0.210539,1.81857,2.22153,1344.95,30019.6,1691.76,94.4917,16138,16153
Batch_300000101:Shower_9572,10,1,26056,16.8936,0.757634,642.887,0.107693,-1.97833,0.861708,1.62877,2039.43,28946.7,2042.86,48.1873,16.8463,0,651.39,0.0956655,-1.9773,0.861696,1.61652,1969.65,29029.8,1972.71,56.2096,16153,16202
Batch_300000752:Shower_46,5,5,2004,15.4062,0.726129,552.93,0.00351306,2.80589,0.94664,1.10807,476.648,29997.4,532.663,97.197,-inf,0,0,0,6.57354,2.65065,1.80331,-10.7306,29538.7,8.45919,-123,16202,16230
Batch_300000752:Shower_9555,10,1,2004,16.8446,0.68232,609.204,0.107649,-2.34797,0.795863,1.26952,1475.34,29975.6,1544.93,84.0833,16.8331,0,611.494,0.0932762,-2.3583,0.799506,1.25531,1447.14,30004.7,1523.51,87.4082,16230,16299
Batch_300000752:Shower_9578,10,0,2004,16.8446,0.682247,609.204,0.107649,1.20514,2.3907,1.5755,1402.34,28977.4,1402.36,83.6675,16.8552,0,625.411,0.102085,1.2035,2.39125,1.58425,1391.94,28967.3,1391.2,85.5076,16299,16363
Batch_300000355:Shower_681,10,5,26056,15.6042,0.694004,494.571,0.00530942,3.03419,2.3265,1.26485,912.55,29990.2,956.99,94.9821,15.4611,0,527.502,0.00391038,3.04293,2.32665,1.25721,845.371,30004.5,888.313,97.3409,16363,16391
Batch_300000355:Shower_720,5,5,2212,16.2144,0.775306,647.972,0.0258566,-1.34402,0.978049,1.20764,250.758,30000,268.254,98.6414,-inf,0,0,0,0.909107,0.626706,2.37386,117.886,29403.2,101.225,-123,16391,16481
Batch_300000355:Shower_1535,10,1,7014,16.6354,0.652669,606.696,0.060121,0.308982,1.20076,2.36584,906.714,29990.9,1294.83,92.8925,16.6282,0,668.392,0.0590778,0.309164,1.19909,2.37542,907.399,29982.2,1306.84,94.0933,16481,16535
Batch_300000355:Shower_1543,10,1,7014,16.6354,0.653094,606.696,0.060121,-2.01226,1.07937,0.833794,1961.38,28958.1,2648.77,84.7651,16.6034,0,684.823,0.0554203,-1.8184,0.888007,0.946078,1862.38,28942.7,2273.45,88.9249,16535,16563
Batch_300000355:Shower_3993,10,4,7014,16.0146,0.819606,572.994,0.0132576,-2.78573,1.7757,0.991765,1378.79,28974.5,1647.31,78.6691,16.1617,0,627.327,0.0194123,-2.70657,1.69728,1.00467,1476.83,28875.1,1748.41,83.9847,16563,16602
Batch_300000355:Shower_5085,10,1,26056,16.5839,0.597764,554.212,0.0520292,-1.94206,0.809062,0.97163,2139.59,29954,2590.91,85.8171,16.7127,0,671.016,0.0713566,-1.93504,0.802207,0.998501,2221.56,29849.2,2639.18,88.551,16602,16629
Batch_300000355:Shower_9453,10,4,26056,16.1136,0.753848,555.314,0.0179183,-2.7463,0.899345,1.29738,900.327,29989.7,935.062,93.5095,16.3669,0,791.581,0.0311866,-2.75948,0.904146,1.32267,888.052,29922.2,914.79,95.4896,16629,16669
Batch_300000355:Shower_9681,10,1,26056,16.1269,0.828898,506.741,0.0191914,2.89491,1.12234,1.16748,1494.54,28969.2,1624.91,76.421,16.4986,0,592.197,0.0432355,2.75683,1.21966,1.22423,1542,28611.3,1638.56,62.2227,16669,16688
Batch_300000497:Shower_1179,10,0,2004,16.4697,0.554028,637.553,0.0478647,-1.04966,0.602697,1.35755,1804.93,28969.9,1846.76,90.8304,16.8298,0,1094.38,0.096854,-0.958365,0.57225,1.50805,1684.3,28797,1665.23,83.9075,16688,16723
Batch_300000497:Shower_1200,10,1,2004,16.4697,0.553612,637.553,0.0478647,0.498694,1.17786,2.49842,1694.27,28972.9,2825.03,80.2003,16.5546,0,728.799,0.048478,0.567506,1.24155,2.53671,1686.19,28938.9,2956.46,85.2563,16723,16757
Batch_300000497:Shower_7981,5,5,2004,15.6012,0.701534,506.805,0.0063548,-2.24408,0.841811,1.22445,113.233,30000.5,120.382,99.6967,-inf,0,0,0,0.676385,1.89037,2.47337,4.23765,29340.5,10.8126,-123,16757,16823
